ulcs_code,school_name,school_level,school_address,school_website,school_abbreviation,year_opened,year_closed,geometry
3315,Alliance Charter School,elementarymiddle,1821 N CECIL B MOORE AV,,,1998.0,,POINT EMPTY
3317,Charter High School for Architecture and Design Charter,high,105 SO 7TH ST,,,1999.0,,POINT EMPTY
3319,Germantown Settlement Charter School,middle,4811 GERMANTOWN AVE,,,,2008-2009,POINT EMPTY
3320,Imani Education Circle Charter School,elementarymiddle,5612 GREENE ST 2ND FL,,,1999.0,2015-2016,POINT EMPTY
3323,Renaissance Advantage Charter School,elementarymiddle,4601 MARKET ST,,,1999.0,,POINT EMPTY
3323,Hardy Williams Academy Mastery Charter School,elementarymiddle,1712 S 56TH ST,,,1999.0,,POINT EMPTY
3324,Renaissance Charter School,middle,7500 GERMANTOWN AVE,,,,2008-2009,POINT EMPTY
3333,Nueva Esperanza Academy Charter School,middlehigh,301 W HUNTING PARK AVE,,,2000.0,,POINT EMPTY
3336,Philadelphia Performing Arts Charter School,elementarymiddlehigh,BROAD ST & OREGON AVE,,,2000.0,,POINT EMPTY
3337,Raising Horizons Quest Charter School,elementarymiddle,4960_x001B_O-64 MASTER ST,,,2000.0,,POINT EMPTY
3339,Wakisha Charter School,middle,1209 VINE ST,,,2000.0,2014-2015,POINT EMPTY
3340,Leadership Learning Charter School,elementarymiddlehigh,1425 N 2ND ST,,,2001.0,2014-2015,POINT EMPTY
3340,Walter D. Palmer Leadership Learning Partners Charter School,elementarymiddlehigh,910 N 6TH ST,,,2001.0,2014-2015,POINT EMPTY
3342,Delaware Valley Charter High School,high,1613 WADSWORTH AVE,,,2001.0,,POINT EMPTY
3353,Kipp Dubois,high,5070 PARKSIDE AVE,,,2015.0,,POINT EMPTY
3361,High Teach High Charter School,middlehigh,1302 ARCH ST 3RD FL,,,2001.0,,POINT EMPTY
3361,Mastery Charter School at Lenfest Campus,middlehigh,35 S 4TH ST,,,2001.0,,POINT EMPTY
3363,Hope Charter School,high,2116 E HAINES ST,,,,2012-2013,POINT EMPTY
1210,Belmont Charter School,elementarymiddle,41ST & BROWN STS,,,2005.0,,POINT EMPTY
3379,AD Prima Charter School,elementarymiddle,5901 WOODBINE AVE,,,2004.0,,POINT EMPTY
3380,New Media Technology Charter School,middlehigh,7800 OGONTZ AVE,,,2004.0,,POINT EMPTY
3383,Mastery Charter School at Shoemaker Campus,middlehigh,5301 MEDIA ST,,,2006.0,,POINT EMPTY
3384,Folks Arts Culture Treasures Charter School,elementarymiddle,1118 MARKET ST,,,2005.0,,POINT EMPTY
3389,Planet Abacus Charter School,elementarymiddle,6649 TULIP ST,,,2007.0,,POINT EMPTY
3391,Truebright Science Academy Charter School,middlehigh,926 W SEDGLEY AVE,,,2007.0,2014-2015,POINT EMPTY
3393,Mastery Charter School at Pickett Campus,middlehigh,5700 WAYNE AVE,,,2007.0,,POINT EMPTY
3398,Arise Academy Charter High School,high,1118 MARKET ST SUITE B,,,2009.0,2014-2015,POINT EMPTY
3412,Young Scholars Charter School at Frederick Douglass,elementarymiddle,2118 W NORRIS ST,,,2010.0,,POINT EMPTY
3412,Frederick Douglass Mastery Charter School,elementarymiddle,2118 W NORRIS ST,,,2010.0,,POINT EMPTY
3419,Mastery Charter School at Birney,elementarymiddle,900 W LINDLEY AVE,,,2011.0,,POINT EMPTY
3419,General David B. Birney Charter School,elementarymiddle,900 LINDLEY AVE,,,2011.0,,POINT EMPTY
3422,Philadelphia Charter School for the Arts and Sciences,elementarymiddle,1197 HAWORTH ST,,,2012.0,,POINT EMPTY
3425,Young Scholars Charter School at Kenderton,elementarymiddle,1500 W ONTARIO ST,,,2013.0,,POINT EMPTY
3426,Mastery Charter School at Pastorius ,elementarymiddle,5650 SPRAGUE ST,,,2013.0,,POINT EMPTY
